,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
3104,3104,3104,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,wyatt earp,12,191 min,"['action', 'adventure', 'biography']",6.7,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.",lawrence kasdan,"('Kevin Costner',), ('Dennis Quaid',), ('Gene Hackman',), ('David Andrews',)","51,059",$25.05M,"['wichita', 'dodge', 'city', 'ok', 'corral', 'tombstone', 'man', 'becomes', 'myth', 'thrilling', 'journey', 'romance', 'adventure', 'desperate', 'heroic', 'action']"
3105,3105,3105,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,adam's apples,R,94 min,"['comedy', 'crime', 'drama']",7.7,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,anders thomas jensen,"('Ulrich Thomsen',), ('Mads Mikkelsen',), ('Nicolas Bro',), ('Paprika Steen',)","50,694",$0.00M,"['neonazi', 'sentenced', 'community', 'service', 'church', 'clashes', 'blindly', 'devoted', 'minister']"
3106,3106,3106,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,mr. magorium's wonder emporium,U,93 min,"['comedy', 'family', 'fantasy']",6.2,"The young apprentice of a magical, eccentric toy store owner learns to believe in herself, and in her friends, upon learning some grave news about the future.",zach helm,"('Natalie Portman',), ('Dustin Hoffman',), ('Jason Bateman',), ('Ted Ludzik',)","45,867",$32.06M,"['young', 'apprentice', 'magical', 'eccentric', 'toy', 'store', 'owner', 'learns', 'believe', 'friends', 'upon', 'learning', 'grave', 'news', 'future']"
3107,3107,3107,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,repulsion,X,105 min,"['drama', 'horror', 'thriller']",7.6,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,roman polanski,"('Catherine Deneuve',), ('Ian Hendry',), ('John Fraser',), ('Yvonne Furneaux',)","53,159",,"['sexrepulsed', 'woman', 'disapproves', 'sisters', 'boyfriend', 'sinks', 'depression', 'horrific', 'visions', 'rape', 'violence']"
3108,3108,3108,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,short cuts,18,188 min,"['comedy', 'drama']",7.7,The day-to-day lives of several suburban Los Angeles residents.,robert altman,"('Andie MacDowell',), ('Julianne Moore',), ('Tim Robbins',), ('Bruce Davison',)","44,934",$6.11M,"['daytoday', 'lives', 'several', 'suburban', 'los', 'angeles', 'residents']"
3109,3109,3109,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the producers,12A,134 min,"['comedy', 'crime', 'musical']",6.3,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",susan stroman,"('Nathan Lane',), ('Matthew Broderick',), ('Uma Thurman',), ('Will Ferrell',)","42,919",$19.38M,"['putting', 'together', 'another', 'broadway', 'flop', 'downonhisluck', 'producer', 'max', 'bialystock', 'teams', 'timid', 'accountant', 'leo', 'bloom', 'getrichquick', 'scheme', 'put', 'worlds', 'worst', 'show']"
3110,3110,3110,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,flashdance,15,95 min,"['drama', 'music', 'romance']",6.2,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,adrian lyne,"('Jennifer Beals',), ('Michael Nouri',), ('Lilia Skala',), ('Sunny Johnson',)","53,369",$94.90M,"['pittsburgh', 'woman', 'two', 'jobs', 'welder', 'exotic', 'dancer', 'wants', 'get', 'ballet', 'school']"
3111,3111,3111,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ordinary people,AA,124 min,['drama'],7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",robert redford,"('Donald Sutherland',), ('Mary Tyler Moore',), ('Judd Hirsch',), ('Timothy Hutton',)","52,114",$54.80M,"['accidental', 'death', 'older', 'son', 'affluent', 'family', 'deeply', 'strains', 'relationships', 'among', 'bitter', 'mother', 'goodnatured', 'father', 'guiltridden', 'younger', 'son']"
3112,3112,3112,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,pride,15,119 min,"['biography', 'comedy', 'drama']",7.8,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,matthew warchus,"('Bill Nighy',), ('Imelda Staunton',), ('Dominic West',), ('Paddy Considine',)","56,929",,"['uk', 'gay', 'activists', 'work', 'help', 'miners', 'lengthy', 'strike', 'national', 'union', 'mineworkers', 'summer', '1984']"
3113,3113,3113,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,texas chainsaw,18,92 min,"['horror', 'thriller']",4.8,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,john luessenhop,"('Alexandra Daddario',), ('Tania Raymonde',), ('Scott Eastwood',), ('Trey Songz',)","51,396",$34.34M,"['young', 'woman', 'travels', 'texas', 'collect', 'inheritance', 'little', 'know', 'encounter', 'chainsawwielding', 'killer', 'part', 'reward']"
3114,3114,3114,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,scanners,X,103 min,"['horror', 'sci-fi', 'thriller']",6.7,"A scientist trains a man with an advanced telepathic ability called ""scanning"", to stop a dangerous Scanner with extraordinary psychic powers from waging war against non scanners.",david cronenberg,"(""Jennifer O'Neill"",), ('Stephen Lack',), ('Patrick McGoohan',), ('Lawrence Dane',)","55,100",$14.23M,"['scientist', 'trains', 'man', 'advanced', 'telepathic', 'ability', 'called', 'scanning', 'stop', 'dangerous', 'scanner', 'extraordinary', 'psychic', 'powers', 'waging', 'war', 'non', 'scanners']"
3115,3115,3115,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,how do you know,12A,121 min,"['comedy', 'drama', 'romance']",5.4,"After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",james l. brooks,"('Reese Witherspoon',), ('Paul Rudd',), ('Owen Wilson',), ('Jack Nicholson',)","50,657",$30.21M,"['cut', 'usa', 'softball', 'team', 'feeling', 'bit', 'past', 'prime', 'lisa', 'finds', 'evaluating', 'life', 'middle', 'love', 'triangle', 'corporate', 'guy', 'crisis', 'competes', 'current', 'baseballplaying', 'beau']"
3116,3116,3116,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,planes,U,91 min,"['animation', 'adventure', 'comedy']",5.7,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,klay hall,"('Carlos Alazraqui',), ('Dane Cook',), ('Stacy Keach',), ('Brad Garrett',)","45,314",$90.29M,"['cropdusting', 'plane', 'fear', 'heights', 'lives', 'dream', 'competing', 'famous', 'aroundtheworld', 'aerial', 'race']"
3117,3117,3117,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,this boy's life,15,115 min,"['biography', 'drama']",7.3,"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.",michael caton-jones,"('Robert De Niro',), ('Leonardo DiCaprio',), ('Ellen Barkin',), ('Jonah Blechman',)","52,903",$4.10M,"['story', 'relationship', 'rebellious', '1950s', 'teenager', 'abusive', 'stepfather', 'based', 'memoirs', 'writer', 'literature', 'professor', 'tobias', 'wolff']"
3118,3118,3118,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,swimming pool,15,102 min,"['crime', 'drama', 'mystery']",6.7,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.",françois ozon,"('Charlotte Rampling',), ('Charles Dance',), ('Ludivine Sagnier',), ('Jean-Marie Lamour',)","45,924",$10.11M,"['british', 'mystery', 'author', 'visits', 'publishers', 'home', 'south', 'france', 'interaction', 'unusual', 'daughter', 'sets', 'touchy', 'dynamics']"
3119,3119,3119,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,michael,PG,105 min,"['comedy', 'drama', 'fantasy']",5.7,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,nora ephron,"('John Travolta',), ('Andie MacDowell',), ('William Hurt',), ('Bob Hoskins',)","43,275",$95.32M,"['two', 'tabloid', 'reporters', 'checking', 'report', 'archangel', 'michael', 'living', 'old', 'woman', 'find', 'true', 'thats', 'surprise']"
3120,3120,3120,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,odd thomas,15,100 min,"['comedy', 'fantasy', 'horror']",6.8,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",stephen sommers,"('Anton Yelchin',), ('Ashley Sommers',), ('Leonor Varela',), ('Matthew Page',)","53,308",,"['california', 'desert', 'town', 'shortorder', 'cook', 'clairvoyant', 'abilities', 'encounters', 'mysterious', 'man', 'link', 'dark', 'threatening', 'forces']"
3121,3121,3121,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,stone,15,105 min,"['drama', 'thriller']",5.4,A convicted arsonist looks to manipulate a parole officer into a plan to secure his parole by placing his beautiful wife in the lawman's path.,john curran,"('Edward Norton',), ('Milla Jovovich',), ('Robert De Niro',), ('Frances Conroy',)","41,666",$1.80M,"['convicted', 'arsonist', 'looks', 'manipulate', 'parole', 'officer', 'plan', 'secure', 'parole', 'placing', 'beautiful', 'wife', 'lawmans', 'path']"
3122,3122,3122,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,prime,12A,105 min,"['comedy', 'drama', 'romance']",6.2,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",ben younger,"('Uma Thurman',), ('Meryl Streep',), ('Bryan Greenberg',), ('Jon Abrahams',)","41,112",$22.83M,"['career', 'driven', 'professional', 'manhattan', 'wooed', 'young', 'painter', 'also', 'happens', 'son', 'psychoanalyst']"
3123,3123,3123,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the colony,18,95 min,"['action', 'sci-fi', 'thriller']",5.3,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",jeff renfroe,"('Kevin Zegers',), ('Laurence Fishburne',), ('Bill Paxton',), ('Charlotte Sullivan',)","45,487",,"['forced', 'underground', 'next', 'ice', 'age', 'struggling', 'outpost', 'survivors', 'must', 'fight', 'preserve', 'humanity', 'threat', 'even', 'savage', 'nature']"
3124,3124,3124,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,robocop 3,UA,104 min,"['action', 'crime', 'sci-fi']",4.1,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",fred dekker,"('Robert John Burke',), ('Nancy Allen',), ('Mario Machado',), ('Remy Ryan',)","50,495",$10.70M,"['robocop', 'saves', 'day', 'time', 'half', 'manhalf', 'robot', 'takes', 'ruthless', 'developers', 'want', 'evict', 'people', 'land']"
3125,3125,3125,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,'71,15,99 min,"['action', 'crime', 'drama']",7.2,"In 1971, a young and disoriented British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast.",yann demange,"(""Jack O'Connell"",), ('Sam Reid',), ('Sean Harris',), ('Paul Popplewell',)","56,260",$1.27M,"['1971', 'young', 'disoriented', 'british', 'soldier', 'accidentally', 'abandoned', 'unit', 'following', 'riot', 'deadly', 'streets', 'belfast']"
3126,3126,3126,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,cradle 2 the grave,15,101 min,"['action', 'crime', 'drama']",5.8,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem.",andrzej bartkowiak,"('Jet Li',), ('DMX',), ('Mark Dacascos',), ('Anthony Anderson',)","45,058",$34.71M,"['jewel', 'thiefs', 'daughter', 'kidnapped', 'steals', 'collection', 'prized', 'black', 'diamonds', 'arent', 'seem']"
3127,3127,3127,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,rising sun,18,125 min,"['action', 'crime', 'drama']",6.2,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",philip kaufman,"('Sean Connery',), ('Wesley Snipes',), ('Harvey Keitel',), ('Cary-Hiroyuki Tagawa',)","45,844",$63.10M,"['escort', 'girl', 'found', 'dead', 'offices', 'japanese', 'company', 'los', 'angeles', 'detectives', 'web', 'smith', 'john', 'connor', 'act', 'liaison', 'companys', 'executives', 'investigating', 'cop', 'tom', 'graham']"
3128,3128,3128,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,striptease,15,115 min,"['comedy', 'crime', 'drama']",4.5,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,andrew bergman,"('Demi Moore',), ('Burt Reynolds',), ('Armand Assante',), ('Ving Rhames',)","45,778",$33.11M,"['stripper', 'single', 'mother', 'gets', 'dragged', 'dangerous', 'situation', 'congressman', 'takes', 'fancy']"
3129,3129,3129,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,glory road,PG,118 min,"['biography', 'drama', 'sport']",7.2,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",james gartner,"('Josh Lucas',), ('Derek Luke',), ('Austin Nichols',), ('Jon Voight',)","46,250",$42.64M,"['1966', 'texas', 'western', 'coach', 'haskins', 'led', 'first', 'allblack', 'starting', 'lineup', 'college', 'basketball', 'team', 'ncaa', 'national', 'championship']"
3130,3130,3130,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,teen wolf,PG,91 min,"['comedy', 'fantasy', 'romance']",6.1,An ordinary high school student discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.,rod daniel,"('Michael J. Fox',), ('James Hampton',), ('Susan Ursitti',), ('Jerry Levine',)","53,174",$33.09M,"['ordinary', 'high', 'school', 'student', 'discovers', 'family', 'unusual', 'pedigree', 'finds', 'turning', 'werewolf']"
3131,3131,3131,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dirty pretty things,15,97 min,"['crime', 'drama', 'thriller']",7.3,Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or freedom.,stephen frears,"('Chiwetel Ejiofor',), ('Audrey Tautou',), ('Sophie Okonedo',), ('Kriss Dosanjh',)","42,575",$8.11M,"['irregular', 'migrants', 'okwe', 'senay', 'work', 'posh', 'london', 'hotel', 'live', 'constant', 'fear', 'deportation', 'one', 'night', 'okwe', 'stumbles', 'across', 'evidence', 'bizarre', 'murder', 'setting', 'series', 'events', 'could', 'lead', 'disaster', 'freedom']"
3132,3132,3132,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hitcher,18,84 min,"['crime', 'thriller']",5.6,"While driving through the New Mexico Desert during a rainy night, the college students Jim Halsey and his girlfriend Grace Andrews give a ride to the hitchhiker John Ryder. While in their ...",dave meyers,"('Sean Bean',), ('Sophia Bush',), ('Zachary Knighton',), ('Neal McDonough',)","43,028",$16.47M,"['driving', 'new', 'mexico', 'desert', 'rainy', 'night', 'college', 'students', 'jim', 'halsey', 'girlfriend', 'grace', 'andrews', 'give', 'ride', 'hitchhiker', 'john', 'ryder']"
3133,3133,3133,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,conviction,15,107 min,"['biography', 'crime', 'drama']",7.2,"A working mother puts herself through law school in an effort to represent her brother, who has been wrongfully convicted of murder and has exhausted his chances to appeal his conviction through public defenders.",tony goldwyn,"('Hilary Swank',), ('Sam Rockwell',), ('Melissa Leo',), ('Thomas D. Mahard',)","44,435",$6.78M,"['working', 'mother', 'puts', 'law', 'school', 'effort', 'represent', 'brother', 'wrongfully', 'convicted', 'murder', 'exhausted', 'chances', 'appeal', 'conviction', 'public', 'defenders']"
3134,3134,3134,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the big year,PG,102 min,['comedy'],6.2,"Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",david frankel,"('Owen Wilson',), ('Jack Black',), ('Steve Martin',), ('John Cleese',)","45,398",$7.20M,"['two', 'bird', 'enthusiasts', 'try', 'defeat', 'cocky', 'cutthroat', 'world', 'record', 'holder', 'yearlong', 'birdspotting', 'competition']"
3135,3135,3135,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,kelly's heroes,A,144 min,"['adventure', 'comedy', 'war']",7.6,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,brian g. hutton,"('Clint Eastwood',), ('Telly Savalas',), ('Don Rickles',), (""Carroll O'Connor"",)","49,546",$1.38M,"['group', 'us', 'soldiers', 'sneaks', 'across', 'enemy', 'lines', 'get', 'hands', 'secret', 'stash', 'nazi', 'treasure']"
3136,3136,3136,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,1: nenokkadine,15,170 min,"['action', 'thriller']",8.0,A rock star must overcome his psychological inhibitions to seek revenge for his parents' death.,sukumar,"('Mahesh Babu',), ('Kriti Sanon',), ('Nassar',), ('Pradeep Singh Rawat',)","45,309",,"['rock', 'star', 'must', 'overcome', 'psychological', 'inhibitions', 'seek', 'revenge', 'parents', 'death']"
3137,3137,3137,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,death to smoochy,15,109 min,"['comedy', 'crime', 'drama']",6.3,"A kids' show host, Rainbow Randolph, is fired in disgrace while his replacement, Sheldon Mopes, A.K.A. Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the business of kids' television isn't all child's play.",danny devito,"('Robin Williams',), ('Edward Norton',), ('Catherine Keener',), ('Danny DeVito',)","40,575",$8.36M,"['kids', 'show', 'host', 'rainbow', 'randolph', 'fired', 'disgrace', 'replacement', 'sheldon', 'mopes', 'aka', 'smoochy', 'rhino', 'finds', 'rising', 'star', 'unfortunately', 'sheldon', 'business', 'kids', 'television', 'isnt', 'childs', 'play']"
3138,3138,3138,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,to die for,15,106 min,"['comedy', 'crime', 'drama']",6.8,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,gus van sant,"('Nicole Kidman',), ('Matt Dillon',), ('Joaquin Phoenix',), ('Casey Affleck',)","48,319",$21.28M,"['beautiful', 'naïve', 'aspiring', 'television', 'personality', 'films', 'documentary', 'teenagers', 'darker', 'ulterior', 'motive']"
3139,3139,3139,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,my father and my son,PG,112 min,"['drama', 'family']",8.2,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,cagan irmak,"('Çetin Tekindor',), ('Fikret Kuskan',), ('Hümeyra',), ('Ege Tanman',)","86,328",,"['family', 'leftwing', 'journalist', 'torn', 'apart', 'military', 'coup', 'turkey', '1980']"
